,0
320,กระท้อนเปรี้ยวสับ
321,ซอสถ้วยเหลือง
322,ไข่เจียวชะอม
323,ผักชีลาว
324,เส้นก๋วยจั๊บ
325,ไข่แดงเค็มดิบ
326,ผลสับปะรดสุก
327,ปูม้า
328,น้ำมะขามเปียก
329,ผักติ้ว
330,นํ้าเปล่า
331,ผลองุ่นม่วง
332,มะระสด
333,ผลตาลสุก
334,ยอดผักชะอม
335,แป้งข้าวเหนียว
336,กระวาน
337,ใบกุยฉ่าย
338,แครอต  
339,น้ำตาลปีบ
340,น้ำซุปกระะดูกหมู
341,ซอสโอโคโนมิยากิ
342,หมูสด
343,นํ้าปลา
344,ก้านบอน
345,มายองเนส
346,มะม่วง
347,หน่อไม้ดอง
348,เส้นมะละกอ
349,ฟักทอง 
350,โปรตีนเกษตรแผ่น
351,พริกไทยสด
352,นมถั่วเหลือง
353,ดอกงิ้วแห้ง
354,มะพร้าวขูด
355,ผักโขม
356,ใบเหลียงอ่อน
357,พริกไทยป่น
358,ปลาช่อน
359,เห็ดหลินจือ
360,เต้าหู้ไข่
361,ผงขมิ้น
362,แป๊ะก๋วย
363,มะเขือเปราะ
364,ซีอิ๊วขาว  
365,ผงซุปรสหมู  
366,มะระพอคำ
367,หมู
368,น้ำจิ้มข้าวมันไก่
369,น้ำต้มสุก
370,ไส้หมู
371,ปลาหมึก
372,มะแขว่น
373,ปากเป็ด
374,หน่อไม้
375,มะระจีน
376,ซอสมิโซะ
377,หอยขม
378,ไข่ต้ม
379,งา
380,น้ำตาลแดงประมาณ
381,หัวกิทะ
382,หมูและเครื่องในหมู
383,น้ำเปล่าต้มสุก
384,มะนาว 
385,ผักขึ้นฉ่าน
386,ผงรสดี
387,ต้นกระเทียม
388,ขิงอ่อนละเอียด
389,พริก
390,เกลือ  
391,น้ำกะทิ
392,หอยลาย
393,ผักชีฝรั่ง
394,ฟักเขียว
395,น้ำซุปเป็ด
396,พริกไทยเม็ด
397,ขิงแก่
398,ดอกไม้จีนแห้ง
399,เปลือกพริกแผ้ง
400,น้ำ 
401,น่้าปลา
402,ใบชะพลู   
403,พริกแกงเผ็ด
404,พริกน้ำปลา
405,เนื้อปลาอินทรี
406,น้ำซาวข้าว
407,เนื้อส่วนขาหมู
408,นํ้ามันพืช
409,ซอสปรุงรส
410,ต้นใบเตย
411,เบคอน
412,ข้าวสวยญี่ปุ่น
413,น้ำสลัด
414,หมูบะช่อ
415,เม็ดบัว
416,น้ำขิง
417,โสมเกาหลี
418,กระเทียมดอง
419,ผงขมิ้นชันผสมอาหาร
420,ผักกาดขาว
421,ผักบุ้ง
422,หอยแครง
423,ใบยอ
424,โคนต้นหอมญี่ปุ่น
425,กุนเชียง
426,น้ำตาลอ้อย
427,พริกไทยอ่อน
428,แป้งอเนกประสงค์
429,ข้าวโพดอ่อนและบวบ
430,เส้นบะหมี่อบแห้ง
431,ข้าวมัน
432,น้ำซุปไก่
433,ผักกาดดอง
434,เส้นจันทร์
435,พริกหวานสีเขียวสีแดงสีเหลือง
436,น้ำมันมะกอก
437,ผงปรุงรส
438,หอยแมลงภู่
439,ใบบัวบก
440,เนื้อปลาคัง
441,พริกไทย 
442,ดอกโสน
443,น้ำมันงา
444,แผ่นเกี๊ยว
445,ข้าวโพดอ่อน
446,มะนาว
447,ปลาทู
448,มะพร้าวขูดคั่ว
449,น้ำตาล
450,น้ำพริกแกง  
451,ทับทิม
452,น้ำตาลปี๊ป
453,เนื้อมะพร้าวทึนทึกขูด
454,กุ้งแห้ง
455,เนื้อปลาซาบะ
456,พริกแกงเขียวหวาน
457,น้ำตาลแดง
458,ข้าวสารเก่า
459,โคชูจัง
460,ผักกะหล่ำปลี
461,เส้นหมี่
462,น้ำซุปกระดูกหมู
463,เกลือ 
464,เนื้อปลาช่อน
465,ดอกดาหลา
466,น้ำมะพร้าว
467,น้ำมันหอย  
468,น้ำมันพืช  
469,หอยนางรม
470,หอม  
471,งาเกลือ
472,ใบผักกาดหอม
473,น้ำส้มสายชู
474,น้ำซุปปลาแห้งญี่ปุ่น
475,เห็ดเป๋าฮื้อ
476,ซอนน้ำมันหอย
477,ขึ้นฉ่าย 
478,น่ำซุป
479,ต้นหอม
480,มะม่วงน้ำดอกไม้สุก
481,เนื้อมะพร้าวอ่อน
482,ยอดผักคะน้า       
483,ganmodoki
484,ซี่โครงไก่
485,งาคั่ว
486,กิมจิ 
487,น้ำแข็ง
488,ข้าวสาร
489,น้ำจิ้มแจ่ว
490,ปลาโจก
491,ลูกชิ้นปลา
492,ผักบ็อคโคลี่
493,เครื่องเทศ
494,ไข่เยี่ยวม้า
495,น้ำตาลปี๊บ
496,พริกไทยดำป่น
497,หัวกะทิ
498,เหล้าจีน
499,ปลาร้าต้มสุก
500,ขึ้นฉ่าย
501,น้ำมันสำหรับทอด
502,บวบ
503,เส้นสปาเก็ตตี้
504,พริกไทยดำ
505,ใบมะกรูด
506,น้ำปูนใส
507,หูหมู
508,สะตอ
509,เส้นขนมจีน
510,คะน้า เป็นชิ้นขนาดพอดีคำ
511,พุตทราจีน
512,น้ำจิ้มปอเปี๊ยะทอด
513,ซอสน้้ำมันหอย
514,ปลาอินทรีย์
515,เห็ด
516,หอมแดงเจียว  
517,เปลือกลูกมะกรูดขูด
518,มาม่า
519,น้ำมันงา  
520,ใบสะเดา
521,น้ำใบเตยคั้นสด
522,ใบมะดันอ่อน
523,หมูกรอบ
524,ปลากระป๋อง
525,พริกชิ้ฟ้า
526,แป้งทอดกรอบกรอบ
527,เห็ดหูหนูแห้ง
528,ตะไคร้เป็นท่อน
529,เม็ดตั้งฉ่าย
530,น้ำมะขามเปี๊ยก
531,ยี่หร่า
532,ผัดกระเฉด
533,งาดำ
534,น้ำจิ้มลวกจิ้ม
535,กระเจี๊ยบเขียว
536,ฝักมะขามอ่อน
537,ฟอสเฟต
538,ขิงดอง
539,น้ำจิ้มทาริยากิ
540,มะเขือม่วง
541,หัวไชเท้า
542,ผักกวางตุ้ง
543,ปลาดุก
544,ข้าวสวย
545,ถั่วลันเตา
546,น้ำพริกแกงเผ็ด 
547,นำมันพืชสำหรับทอดปลา
548,ซอสถั่วเหลืง
549,ซอสพริกสำหรับทานกับไข่เจียว
550,กระชาย  
551,เส้นอูด้ง
552,ปลาแซลมอน
553,น้ำพริกกะปิ
554,เส้นบะหมี่
555,ถั่วพู
556,ยอดผักคะน้า      
557,คึ่นช่าย
558,น้ำ
559,ซอสซีอิ้วดำ
560,เนื้อปลาทับทิม
561,ดอกคำฝอยแห้ง
562,ผักสลัด
563,ผิวมะนาว
564,โซดา
565,ซอส
566,หางกะทิ
567,มะเขือพวง
568,โป๊ยกั๊ก
569,ชีส
570,พริกสดเฉียง
571,หมีลวก
572,มะพร้าวขูดผอย
573,กรรเชียงปู
574,ยอดผักคะน้า        
575,ซีอิ๊วดำ
576,น้ำตาลปีี๊บ
577,น้ำจิ้มปอเปี๊ยะญวน
578,breadcrumb
579,ถั่วฝักยาว
580,แป้งสาลี
581,น้ำตาลกรวด
582,ปลาซาบะ
583,น้ำซุปกระดูก
584,กบ
585,เส้นใหญ่
586,กล้วยไข่
587,บะหมี่
588,หอยหวาน
589,กระเพราะหมู
590,ไตปลา
591,เส้นผัดไทย
592,โปรตีนเกษตร
593,ไหลบัว
594,เห็นหอม
595,กระเทียมสับ  
596,น้ำมะกรูด
597,ลูกผักชี
598,แซลมอน
599,มะม่วงแก้วดิบ
600,น้ำจิ้มปอเปี๊ยทอด
601,พวงนมหมู
602,พริกแกงใต้
603,พริกชี้หนู
604,น้ำมัน
605,ซอสเห็ดหอม
606,ซอสมิริน
607,ซอสมะเขือเทศ 
608,ซอสถ้่วเหลือง
609,ใบแมงลัก
610,มันฝรั่ง
611,ใบเตย
612,น้ำส้มคั้น
613,ซาวร์ครีม
614,หม้อต้มสำหรับนึ่ง
615,เนื้อลูกท้อ
616,ปลาทับทิม
617,แป้งข้าวโพด
618,ยอดชะอม
619,มะเชือเทศ
620,กระดูกวัวส่วนสันหลัง
621,ซุปดาชิ
622,น้ำเปล่า 
623,หมู 
624,ไข่ไก่ 
625,กุ้ง
626,พริกแห้งทอด
627,ซุปไก่
628,ข้าวหอมมะลิ
629,น้ำมันหอย
630,มะเขือ
631,แคบหมู
632,ข้าวเบือ
633,น้ำมันถั่วลิสง
634,น้ำมันสำหรับทอดไข่
635,ถั่วเหลือง
636,ใบกะเพรา 
637,เม็ดมะม่วงหิมพานต์
638,น้ำร้อน
639,ข้าวสารเจ้า
640,เนื้อปลาลวก
641,หมูสับ
642,ข่า อ่อน
643,สตอเบอรี่
644,เนื้อแอบเปิล
645,พริกเม็ดใหญ่
646,เส้นหมี่ซั่ว
647,มะละกอดิบ
648,ตะไคร้
649,มะม่วงสุก
650,เส้นมาม่า
651,ชะอมเด็ดยอด
652,ปลาเนื้ออ่อน
653,ดอกแค
654,ยอดตำลึง
655,ซีอิ๊วเกาหลี
656,ยอดมะระอ่อน
657,คอหมู
658,น้ำจิ้มสำหรับทานกับไก่ทอด
659,เนื้อปู
660,กล้วยน้ำหว้า
661,งาขาวคั่ว
662,แป้งข้าวเจ้า
663,ผักหวานป่า
664,งาดำคั่ว
665,กล้วยน้ำว้า
666,กุ่ยฉ่ายขาว
667,แป้งเค้ก
668,หอมแดง
669,ปลานิล
670,มะพร้าว
671,มะเขือเทศราชินี
672,ผักกาดหอม
673,แหนม 
674,หมูสามชั้นแผ่นใหญ่
675,นมข้นจืด
676,แป้งข้าวจ้าว
677,น้ำปลา  
678,ใบมิ้น
679,ซีอิ๊วขาว 
680,ใบโพระพา
681,ถั่วเขียวผ่าสีซีก
682,น้ำตาลปิ๊ป
683,เกลือ
684,สาหร่ายทะเลอบแห้ง
685,ผลฝรั่ง
686,ดอกอัญชัน
687,ไข่ขาว  
688,ผลแคนตาลูป
689,ซอสหอยนางรม  
690,ข้าวเหนียว
691,ปู
692,พริกหนุ่ม
693,น้ำเย็น
694,พริกหยวก
695,ผักคะน้า
696,กระดูกเล้ง
697,ตะไคร้สับ
698,ม่ามาต้มยำ
699,พวงไข่ไก่
700,น้ำลอยดอกมะลิ
701,มะเขือเทศ
702,ดอกเก๊กฮวยแห้ง
703,น้ำมันสำหรับทอดหมู
704,ผงพะโล้
705,คึ้นฉ่าย
706,ไส้อ่อน
707,ปลาจะละเม็ด
708,น้ำพริกแกงเผ็ด
709,หนังเป็ด
710,เครื่องแกงเผ็ดเจ
711,มะพร้าวอ่อน
712,ใบโหระพา
713,อ้อย
714,เส้นหมี่โคราช
715,ปลาซิว
716,ขมิ้นขาว
717,ปราร้า
718,มะนาว  
719,พริกสด
720,พริกป่น
721,น้ำซุปกระดุกหมู
722,ผักหวาน
723,ถั่งงอก
724,เป็ดเชอรี่
725,หนังหมู
726,ใบตอง
727,คื่นฉ่ายเป็นท่อน
728,น้ำตาลปี๊บสำหรับน้ำจิ้ม
729,ต้นข่า อ่อนเป็นท่อน
730,สาหร่าย
731,แหนม
732,มันฟรั่ง
733,ยอดอ่อนผักปั๋ง
734,มันเทศสีม่วง
735,น้ำดอกมะลิ
736,ถ้วยแป้งสาลี
737,ซีอิ๊วขาว
738,หมูยอดิบ
739,เห็ดหูหนู
740,ซี่โครงหมูอ่อน
741,ไข่ไก่
742,ไข่นกกระทา
743,ปลาทะเล
744,แป้งคัสตราด
745,ซอสโชยุ
746,เต้าซี่
747,ฟองเต้าหู้
748,วุ้นเส้น
749,ตะลิงปลิง
750,ซอสฮอยซิน
751,ผักกระเฉด
752,รากผักชี
753,ระกำ
754,น้ำจิ้มเจ
755,เส้นบุก
756,นำมันพืช
757,พริกแห้งเม็ดใหญ่
758,น้ำพริกแกงส้ม
759,หน่อไม้ฝรั่ง
760,แป้งมัน
761,น้ำตาลปิ๊บ
762,แตงกวา
763,ปลาสลิด
764,เครื่องเคียง
765,ซีอิ้วดำ
766,ใบกระเทียม
767,ซีอิ๊วขาวเกาหลี
768,ทุเรียน
769,กระเทียม
770,ตูน
771,ขมิ้น
772,ถั่วลิสง
773,ข้าวเหนียวมูน
774,น้ำผึ้ง
775,ผิวมะกรูด
776,ก้านดอกกะหล่ำ
777,พริกแกงมัสมั่น
778,ซอสพริก 
779,ซุปหมู
780,น้ำเย็นจัด
781,เก๊าลัดคั่ว
782,ไม้จิ้มลูกชิ้น
783,ลูกเกต
784,พริกชี้ฟ้า
785,น้ำจิ้มสุกี้
786,ใบสะระแหน่
787,หัวมันสัมปะหลัง
788,ผงฮังเล
789,เห็ดเข็มทอง
790,ฟักทอง
791,ไส้ดิบ
792,เนื้อปลาบึก
793,น้ำจิ้มบ๋วย
794,ถั่วลงสงคั่ว
795,ซอสมะเขือเทศ  
796,เนื้อปลากราย
797,เนื้อปลาหั้นพอคำ
798,ขาหมู
799,เห็ดหอม
800,ซีอิ๊วญี่ปุ่น
801,ซีอิ๊วถั่วเหลือง  
